,date,turbulence
187,1972-09-27,75.29105131718742
188,1972-09-28,60.423230434695874
189,1972-09-29,38.4485235258382
190,1972-10-02,33.9555219355596
191,1972-10-03,29.145419653736248
192,1972-10-04,49.26277058306607
193,1972-10-05,52.7905652284173
194,1972-10-06,68.04103272516633
195,1972-10-09,31.049231381492568
196,1972-10-10,41.27604903521009
197,1972-10-11,45.67503666448974
198,1972-10-12,57.11510979718367
199,1972-10-13,58.21917125948374
200,1972-10-16,60.822505081512254
201,1972-10-17,47.79403424410693
202,1972-10-18,37.7092955822649
203,1972-10-19,44.59078588051631
204,1972-10-20,49.490225754346994
205,1972-10-23,40.00700110557811
206,1972-10-24,48.386411838503456
207,1972-10-25,48.474924542281144
208,1972-10-26,49.57832167637847
209,1972-10-27,42.40935333335331
210,1972-10-30,56.63336934852098
211,1972-10-31,41.00641275478659
212,1972-11-01,66.02078346885136
213,1972-11-02,78.4202961255046
214,1972-11-03,90.28058740324344
215,1972-11-06,64.26580685412459
216,1972-11-08,77.01651377437054
217,1972-11-09,44.827228508116804
218,1972-11-10,55.46658667002422
219,1972-11-13,57.15283137765266
220,1972-11-14,75.12605474894973
221,1972-11-15,44.256653994822585
222,1972-11-16,54.83768530681353
223,1972-11-17,52.978769782229236
224,1972-11-20,52.658606308621614
225,1972-11-21,94.52900342200638
226,1972-11-22,59.696599666095324
227,1972-11-24,54.012204331349395
228,1972-11-27,56.16494459817857
229,1972-11-28,50.6874108094769
230,1972-11-29,50.466959771400695
231,1972-11-30,45.13040349844768
232,1972-12-01,63.05522628171199
233,1972-12-04,34.89839067223238
234,1972-12-05,45.091881717033516
235,1972-12-06,43.521702697586164
236,1972-12-07,50.21552917249387
237,1972-12-08,64.97710618288022
238,1972-12-11,45.584481726703004
239,1972-12-12,24.716563023452863
240,1972-12-13,38.71336919345549
241,1972-12-14,53.305803686514366
242,1972-12-15,36.36589280734232
243,1972-12-18,44.50333067854779
244,1972-12-19,28.293409955185428
245,1972-12-20,31.571459482763945
246,1972-12-21,56.215039488072144
247,1972-12-22,69.22415077771049
248,1972-12-26,33.072913301185125
249,1972-12-27,52.844603506616124
250,1972-12-29,50.166116235543086
251,1973-01-02,68.7547798733111
252,1973-01-03,60.395415511180815
253,1973-01-04,31.697429885568102
254,1973-01-05,46.63716286062867
255,1973-01-08,42.99909416002518
256,1973-01-09,31.23141906760019
257,1973-01-10,74.00609965179602
258,1973-01-11,84.32197512958115
259,1973-01-12,67.75584101180573
260,1973-01-15,63.03071892358457
261,1973-01-16,67.6357681089145
262,1973-01-17,63.18260106015775
263,1973-01-18,64.5737898335775
264,1973-01-19,66.63889571258323
265,1973-01-22,39.134977148121564
266,1973-01-23,65.47599719974389
267,1973-01-24,54.16915889831718
268,1973-01-26,42.181599442140836
269,1973-01-29,44.22245469980611
270,1973-01-30,47.48382911264142
271,1973-01-31,61.40505878406857
272,1973-02-01,88.94614697956773
273,1973-02-02,53.24545938097883
274,1973-02-05,67.07900492126332
275,1973-02-06,89.470536216851
276,1973-02-07,68.28670377703165
277,1973-02-08,50.218719039839186
278,1973-02-09,77.49024418529018
279,1973-02-12,77.25496764225349
280,1973-02-13,91.30891960159138
281,1973-02-14,43.171725731046635
282,1973-02-15,53.97086042873596
283,1973-02-16,49.74920909875483
284,1973-02-20,46.8397176604004
285,1973-02-21,52.75884996337484
286,1973-02-22,63.24395391226206
287,1973-02-23,46.524029947955384
288,1973-02-26,69.86467857046193
289,1973-02-27,89.18441448677007
290,1973-02-28,79.40958119120054
291,1973-03-01,66.98537789274343
292,1973-03-02,82.86989169361901
293,1973-03-05,53.7864111889044
294,1973-03-06,78.24257724496886
295,1973-03-07,75.03387406486553
296,1973-03-08,30.79257380849391
297,1973-03-09,47.425472905362355
298,1973-03-12,46.68941451478811
299,1973-03-13,42.3482114551054
300,1973-03-14,53.76814964214711
301,1973-03-15,39.62310718890694
302,1973-03-16,33.56204241828796
303,1973-03-19,41.87393503603357
304,1973-03-20,59.76505623766802
305,1973-03-21,69.47026892622414
306,1973-03-22,96.35773274822114
307,1973-03-23,72.35940763419676
308,1973-03-26,80.14847092326968
309,1973-03-27,57.654910159842686
310,1973-03-28,34.81855377367955
311,1973-03-29,53.67074824843856
312,1973-03-30,92.08695092439785
313,1973-04-02,50.17844920286797
314,1973-04-03,52.17555874278063
315,1973-04-04,57.018099234566705
316,1973-04-05,60.58048613471337
317,1973-04-06,62.61616524805152
318,1973-04-09,82.86711362443474
319,1973-04-10,76.98421381157361
320,1973-04-11,55.111174739007566
321,1973-04-12,54.39520872477982
322,1973-04-13,32.83714418890223
323,1973-04-16,52.64802477724982
324,1973-04-17,57.67895884430477
325,1973-04-18,81.7468294833877
326,1973-04-19,96.33755188431863
327,1973-04-23,74.72231171797016
328,1973-04-24,76.100721859814
329,1973-04-25,57.35908121779814
330,1973-04-26,82.94448553967037
331,1973-04-27,58.590143194242906
332,1973-04-30,67.8276308133409
333,1973-05-01,43.90467550402481
334,1973-05-02,106.6841639691537
335,1973-05-03,85.1904614238484
336,1973-05-04,95.53165461076767
337,1973-05-07,55.595412121079704
338,1973-05-08,103.56581037854409
339,1973-05-09,79.96859665575089
340,1973-05-10,61.96265403656904
341,1973-05-11,53.87521108993057
342,1973-05-14,87.91296771829964
343,1973-05-15,139.04699801864967
344,1973-05-16,74.43260332345278
345,1973-05-17,59.19144820605963
346,1973-05-18,68.38142644484873
347,1973-05-21,117.78158249961359
348,1973-05-22,70.85918488737445
349,1973-05-23,61.03070147930352
350,1973-05-24,89.88835641859907
351,1973-05-25,145.4405274925404
352,1973-05-29,68.9769952157405
353,1973-05-30,80.02948810580169
354,1973-05-31,57.25995009691462
355,1973-06-01,79.8680337225346
356,1973-06-04,60.578351182702264
357,1973-06-05,94.88940572567078
358,1973-06-06,63.0789418549042
359,1973-06-07,69.8252048075646
360,1973-06-08,77.59509539017598
361,1973-06-11,72.3765748563027
362,1973-06-12,75.58788426243578
363,1973-06-13,62.5102032569872
364,1973-06-14,97.97419647072678
365,1973-06-15,62.636230187562546
366,1973-06-18,66.26132527089753
367,1973-06-19,56.16569109007104
368,1973-06-20,61.15576281819163
369,1973-06-21,66.8342046598998
370,1973-06-22,109.54139032727875
371,1973-06-25,129.32645410152531
372,1973-06-26,82.01247717537734
373,1973-06-27,73.23823001216176
374,1973-06-28,56.12632389832352
375,1973-06-29,67.99145835642915
376,1973-07-02,54.11340543271956
377,1973-07-03,48.308691524462986
378,1973-07-05,61.63747195163926
379,1973-07-06,57.98326943866843
380,1973-07-09,103.28992707971139
381,1973-07-10,79.65494559896578
382,1973-07-11,78.96467709948587
383,1973-07-12,80.41408368826313
384,1973-07-13,63.61394205639134
385,1973-07-16,70.99283574723111
386,1973-07-17,76.26547006730584
387,1973-07-18,49.104495005562704
388,1973-07-19,107.33576127630879
389,1973-07-20,79.02286764169757
390,1973-07-23,48.464166657201304
391,1973-07-24,54.423083210474715
392,1973-07-25,98.12007307787792
393,1973-07-26,63.08554538890946
394,1973-07-27,32.311031779855924
395,1973-07-30,37.83682566294267
396,1973-07-31,51.39656054788377
397,1973-08-01,50.586616854547074
398,1973-08-02,50.20344863179947
399,1973-08-03,30.73326388935314
400,1973-08-06,66.40945874213763
401,1973-08-07,50.308313235826475
402,1973-08-08,40.72576151232564
403,1973-08-09,31.590538430006326
404,1973-08-10,28.14725712776232
405,1973-08-13,38.66339589235263
406,1973-08-14,50.094726404317164
407,1973-08-15,30.94711203361866
408,1973-08-16,76.5536264320073
409,1973-08-17,72.70006587227354
410,1973-08-20,26.97467905731765
411,1973-08-21,48.10902293873861
412,1973-08-22,51.809015950481296
413,1973-08-23,61.353375978182854
414,1973-08-24,49.767210090640205
415,1973-08-27,35.34478488530362
416,1973-08-28,49.95207373098667
417,1973-08-29,70.69722791916152
418,1973-08-30,46.79962895520974
419,1973-08-31,55.392812779942204
420,1973-09-04,86.90737239325128
421,1973-09-05,71.86842279746594
422,1973-09-06,80.59680375071139
423,1973-09-07,69.82058307572595
424,1973-09-10,81.1743510146896
425,1973-09-11,57.823207752226054
426,1973-09-12,41.7470420149835
427,1973-09-13,41.42333084636214
428,1973-09-14,57.413574015195636
429,1973-09-17,139.4783492262304
430,1973-09-18,75.07237461602783
431,1973-09-19,88.43220621711438
432,1973-09-20,104.07376633643648
433,1973-09-21,63.15483366735439
434,1973-09-24,90.76476372948422
435,1973-09-25,52.34670727905079
436,1973-09-26,78.81809942437415
437,1973-09-27,53.0386217454864
438,1973-09-28,36.04815661275083
439,1973-10-01,60.18675267933119
440,1973-10-02,71.23408514754976
441,1973-10-03,123.07553316559364
442,1973-10-04,54.95575566033446
443,1973-10-05,86.32764766359038
444,1973-10-08,60.83632674899212
445,1973-10-09,64.17650251259414
446,1973-10-10,104.0349687813788
447,1973-10-11,99.45518356552846
448,1973-10-12,66.65750104391729
449,1973-10-15,58.45247341256363
450,1973-10-16,44.273674581553394
451,1973-10-17,50.83534813912303
452,1973-10-18,44.9720212232976
453,1973-10-19,44.95188864243901
454,1973-10-22,63.5092047864988
455,1973-10-23,41.60718880484484
456,1973-10-24,42.29611807064403
457,1973-10-25,40.772725367845794
458,1973-10-26,45.220543655869136
459,1973-10-29,37.04060215243966
460,1973-10-30,49.971964819724775
461,1973-10-31,45.65090419348634
462,1973-11-01,67.29211439621876
463,1973-11-02,80.30631771460473
464,1973-11-05,61.22698536774554
465,1973-11-06,79.88287950957007
466,1973-11-07,72.369331567288
467,1973-11-08,74.14461647983076
468,1973-11-09,65.30176584276869
469,1973-11-12,97.52628282922673
470,1973-11-13,109.00603695595464
471,1973-11-14,142.6955460706323
472,1973-11-15,78.84168465624677
473,1973-11-16,84.40948208710913
474,1973-11-19,102.47845456794849
475,1973-11-20,114.25307117595025
476,1973-11-21,137.01201558694981
477,1973-11-23,91.78680610058086
478,1973-11-26,79.10605445683694
479,1973-11-27,76.34103071191984
480,1973-11-28,145.1461781354975
481,1973-11-29,39.039398484626005
482,1973-11-30,65.43848496885552
483,1973-12-03,76.33954193850242
484,1973-12-04,89.53156040043305
485,1973-12-05,83.6536179067139
486,1973-12-06,123.56713437098867
487,1973-12-07,140.97155240765878
488,1973-12-10,123.70823645503603
489,1973-12-11,96.77354414659601
490,1973-12-12,78.57716566514333
491,1973-12-13,120.76692644891071
492,1973-12-14,121.53302939762004
493,1973-12-17,60.86545814645792
494,1973-12-18,95.2497302328108
495,1973-12-19,61.71976740284697
496,1973-12-20,77.56775701780535
497,1973-12-21,181.1109974466367
498,1973-12-24,66.46861396352544
499,1973-12-26,77.5961686905221
500,1973-12-27,98.34677206129547
501,1973-12-28,66.39902255629003
502,1973-12-31,96.95427612849659
503,1974-01-02,136.96697972608143
504,1974-01-03,110.37584163325603
505,1974-01-04,93.19011349253134
506,1974-01-07,126.7856898668582
507,1974-01-08,101.13846259389464
508,1974-01-09,123.7572086062168
509,1974-01-10,73.40295388615847
510,1974-01-11,80.9816845405534
511,1974-01-14,65.08431995530246
512,1974-01-15,61.42832203570181
513,1974-01-16,57.235552988291516
514,1974-01-17,87.99188633728741
515,1974-01-18,105.69037321780775
516,1974-01-21,78.54461108101378
517,1974-01-22,72.85377918795638
518,1974-01-23,58.62685368338404
519,1974-01-24,81.9790642856006
520,1974-01-25,63.93981600952723
521,1974-01-28,60.348438515853545
522,1974-01-29,55.66236042312758
523,1974-01-30,37.09638606198758
524,1974-01-31,56.47722134343714
525,1974-02-01,40.955003092243096
526,1974-02-04,68.15161553174124
527,1974-02-05,51.8886958392404
528,1974-02-06,50.399214180724385
529,1974-02-07,91.82465768257097
530,1974-02-08,48.29543534183978
531,1974-02-11,75.54564882843928
532,1974-02-12,43.173974407683716
533,1974-02-13,21.55022481350156
534,1974-02-14,58.5226791409103
535,1974-02-15,43.47218986581736
536,1974-02-19,42.17665881103524
537,1974-02-20,48.92642576680462
538,1974-02-21,49.21299069132229
539,1974-02-22,65.12763269784634
540,1974-02-25,32.07527080676081
541,1974-02-26,81.85468113030743
542,1974-02-27,51.558591641742176
543,1974-02-28,39.77416328716156
544,1974-03-01,27.14000893628608
545,1974-03-04,43.783897138265715
546,1974-03-05,74.3625949333114
547,1974-03-06,56.67536134098361
548,1974-03-07,65.3768175499721
549,1974-03-08,39.7991202473736
550,1974-03-11,92.05356874946511
551,1974-03-12,56.153474119741084
552,1974-03-13,142.15956839567596
553,1974-03-14,67.42799103020397
554,1974-03-15,32.43279423153714
555,1974-03-18,36.300620214380075
556,1974-03-19,36.159390932034306
557,1974-03-20,32.14283304509725
558,1974-03-21,32.09931212585794
559,1974-03-22,41.63563957210666
560,1974-03-25,38.252768464501955
561,1974-03-26,25.539495933867457
562,1974-03-27,41.221715892310364
563,1974-03-28,39.18727876687901
564,1974-03-29,22.89718140568152
565,1974-04-01,46.85270859652021
566,1974-04-02,26.90446412342694
567,1974-04-03,42.51949734545069
568,1974-04-04,20.001701830582512
569,1974-04-05,48.288776594345265
570,1974-04-08,42.97708806114768
571,1974-04-09,29.1191792960758
572,1974-04-10,54.421097332936895
573,1974-04-11,38.39416074879293
574,1974-04-15,33.58176405527007
575,1974-04-16,44.54529842146525
576,1974-04-17,41.73336071363492
577,1974-04-18,58.696516400058584
578,1974-04-19,19.00255427287142
579,1974-04-22,20.694104395900915
580,1974-04-23,134.02376302166596
581,1974-04-24,67.1273927044094
582,1974-04-25,62.05516527296885
583,1974-04-26,59.67203765309915
584,1974-04-29,44.767784423374735
585,1974-04-30,50.04185893972242
586,1974-05-01,83.12400381411558
587,1974-05-02,53.30093883184896
588,1974-05-03,39.17983218079749
589,1974-05-06,35.04029080591299
590,1974-05-07,42.85194305711428
591,1974-05-08,80.39500958461218
592,1974-05-09,80.70097783575943
593,1974-05-10,105.57107416537227
594,1974-05-13,40.56158345897871
595,1974-05-14,72.8273463130792
596,1974-05-15,39.70724174691902
597,1974-05-16,74.5517198156791
598,1974-05-17,55.688549488248164
599,1974-05-20,49.661604640094595
600,1974-05-21,53.81996914135226
601,1974-05-22,68.80428821720552
602,1974-05-23,58.97556473738674
603,1974-05-24,51.81700748508398
604,1974-05-28,60.080885109737494
605,1974-05-29,91.40150795706461
606,1974-05-30,42.67373061750425
607,1974-05-31,46.808374477269055
608,1974-06-03,67.86600792430977
609,1974-06-04,76.97644912897482
610,1974-06-05,56.335784831482776
611,1974-06-06,90.42709354695492
612,1974-06-07,61.14889367208683
613,1974-06-10,70.3595185076805
614,1974-06-11,41.953375089376614
615,1974-06-12,35.94889722404329
616,1974-06-13,35.44251411919953
617,1974-06-14,72.18404705937965
618,1974-06-17,38.686897676062785
619,1974-06-18,42.20583039076423
620,1974-06-19,34.68348368411003
621,1974-06-20,53.87195613803401
622,1974-06-21,44.56260298793401
623,1974-06-24,49.59149415105986
624,1974-06-25,33.652712305488194
625,1974-06-26,56.39638385768333
626,1974-06-27,75.96185240392158
627,1974-06-28,46.6900645289769
628,1974-07-01,54.11572311002113
629,1974-07-02,76.2263524575541
630,1974-07-03,49.776950820170654
631,1974-07-05,46.65931750664869
632,1974-07-08,118.14598758955265
633,1974-07-09,86.56471579225229
634,1974-07-10,81.68672473252259
635,1974-07-11,60.59826573392961
636,1974-07-12,120.35192202500696
637,1974-07-15,75.30533831002856
638,1974-07-16,68.1933906078545
639,1974-07-17,54.862244559325994
640,1974-07-18,83.9116621383609
641,1974-07-19,46.79854120461246
642,1974-07-22,55.773605447832374
643,1974-07-23,68.24203181512092
644,1974-07-24,72.8486585265318
645,1974-07-25,57.67533360093517
646,1974-07-26,57.07148507382382
647,1974-07-29,44.12355121145062
648,1974-07-30,74.49451377320435
649,1974-07-31,62.28705930779216
650,1974-08-01,69.61227976319759
651,1974-08-02,48.8982108490124
652,1974-08-05,51.81886192840261
653,1974-08-06,63.68540665993338
654,1974-08-07,71.20380810582542
655,1974-08-08,53.25602162080913
656,1974-08-09,37.031212726757076
657,1974-08-12,53.69020982148215
658,1974-08-13,66.27505678282715
659,1974-08-14,83.61231550784734
660,1974-08-15,43.62731789749938
661,1974-08-16,48.416127600786126
662,1974-08-19,70.47150670812587
663,1974-08-20,55.221667143494
664,1974-08-21,80.75460206626992
665,1974-08-22,121.83933596409452
666,1974-08-23,106.06287567690107
667,1974-08-26,86.73916914462852
668,1974-08-27,51.87696184506623
669,1974-08-28,68.66214442053841
670,1974-08-29,77.38487654971985
671,1974-08-30,74.27113852703698
672,1974-09-03,91.73875457427023
673,1974-09-04,76.70210008521535
674,1974-09-05,111.37302940565081
675,1974-09-06,87.6831875639318
676,1974-09-09,112.25124869789516
677,1974-09-10,66.91275258789292
678,1974-09-11,71.53528206191713
679,1974-09-12,52.843298367270734
680,1974-09-13,139.32354650613445
681,1974-09-16,100.55502038797397
682,1974-09-17,81.10653683301447
683,1974-09-18,103.53038381902525
684,1974-09-19,135.6927709801305
685,1974-09-20,117.99442834104286
686,1974-09-23,96.55793599282063
687,1974-09-24,66.22386086866487
688,1974-09-25,50.837134983314
689,1974-09-26,47.53438889159935
690,1974-09-27,104.63819095567756
691,1974-09-30,100.05594525277935
692,1974-10-01,68.19417335880297
693,1974-10-02,106.64754944113687
694,1974-10-03,57.09153705510556
695,1974-10-04,100.40595123973631
696,1974-10-07,83.68042365363249
697,1974-10-08,77.21732080465078
698,1974-10-09,101.18577256937174
699,1974-10-10,160.00196081500349
700,1974-10-11,91.24124705497968
701,1974-10-14,98.51735099328474
702,1974-10-15,71.38634834896546
703,1974-10-16,104.72202165485496
704,1974-10-17,110.8889080545861
705,1974-10-18,83.25694950189043
706,1974-10-21,80.1286426542908
707,1974-10-22,69.84734493839898
708,1974-10-23,45.86712186807392
709,1974-10-24,59.94351369822133
710,1974-10-25,51.385435025111406
711,1974-10-28,69.29773799654248
712,1974-10-29,145.0212215128392
713,1974-10-30,94.40266493675955
714,1974-10-31,71.75302971226753
715,1974-11-01,54.1302508552228
716,1974-11-04,40.3666581560873
717,1974-11-05,64.43063440677571
718,1974-11-06,95.49451944343471
719,1974-11-07,82.4572996859655
720,1974-11-08,76.73547445832364
721,1974-11-11,64.07128522638273
722,1974-11-12,45.473933570929496
723,1974-11-13,57.77068654797692
724,1974-11-14,50.40642231414943
725,1974-11-15,36.96024569264662
726,1974-11-18,72.30058425242102
727,1974-11-19,65.39531931518363
728,1974-11-20,43.72285526794194
729,1974-11-21,116.17609373802156
730,1974-11-22,62.33805164359971
731,1974-11-25,56.051168540346005
732,1974-11-26,51.326225322151195
733,1974-11-27,53.33805427108839
734,1974-11-29,25.48405158229218
735,1974-12-02,72.84300273315682
736,1974-12-03,44.74588030120489
737,1974-12-04,45.52621921192577
738,1974-12-05,54.49833182371164
739,1974-12-06,51.83244923983466
740,1974-12-09,84.6170906682267
741,1974-12-10,64.85885734230969
742,1974-12-11,52.894610675107984
743,1974-12-12,55.06847419893417
744,1974-12-13,68.98791329687528
745,1974-12-16,50.89020356823971
746,1974-12-17,66.42066469548251
747,1974-12-18,56.63257007413021
748,1974-12-19,52.28217736545221
749,1974-12-20,51.2801897970727
750,1974-12-23,54.48622459657123
751,1974-12-24,38.25387800871903
752,1974-12-26,41.24075520075061
753,1974-12-27,24.836702316614282
754,1974-12-30,34.29248682346573
755,1974-12-31,105.91368300298548
756,1975-01-02,157.20277075682262
757,1975-01-03,104.65814479686915
758,1975-01-06,94.05963783399505
759,1975-01-07,68.24591019909481
760,1975-01-08,73.62071963524086
761,1975-01-09,98.52165024408399
762,1975-01-10,69.6637286484524
763,1975-01-13,78.00702343218016
764,1975-01-14,70.57834136476335
765,1975-01-15,85.26472663616288
766,1975-01-16,50.7540091445473
767,1975-01-17,42.602363378439776
768,1975-01-20,32.804765290945426
769,1975-01-21,90.44143141265623
770,1975-01-22,75.9579341558576
771,1975-01-23,52.55516490187922
772,1975-01-24,52.321744773727126
773,1975-01-27,71.5944313895258
774,1975-01-28,130.570209705041
775,1975-01-29,103.33590588377913
776,1975-01-30,62.89834991560506
777,1975-01-31,56.243208540228565
778,1975-02-03,70.0726434367319
779,1975-02-04,108.614280810162
780,1975-02-05,74.32266528438758
781,1975-02-06,61.01689705546515
782,1975-02-07,51.03607714950775
783,1975-02-10,43.251961075979104
784,1975-02-11,45.02259357914946
785,1975-02-12,71.54258856329258
786,1975-02-13,70.69915780914897
787,1975-02-14,54.243358910352015
788,1975-02-18,35.94639567522361
789,1975-02-19,48.02450300113986
790,1975-02-20,54.35451403360315
791,1975-02-21,61.082016047026414
792,1975-02-24,32.05444630471037
793,1975-02-25,40.604885178063256
794,1975-02-26,31.83095695546988
795,1975-02-27,70.08708646618707
796,1975-02-28,36.71768767451171
797,1975-03-03,62.50653726201037
798,1975-03-04,58.71049466187249
799,1975-03-05,47.80374805105837
800,1975-03-06,54.36931600568908
801,1975-03-07,63.17491339667915
802,1975-03-10,56.71180621452245
803,1975-03-11,52.97655491323018
804,1975-03-12,31.35081926796432
805,1975-03-13,39.63141926453956
806,1975-03-14,42.552239229041305
807,1975-03-17,54.05537958612171
808,1975-03-18,47.571981074157634
809,1975-03-19,37.64237060840716
810,1975-03-20,46.649872701793356
811,1975-03-21,25.32289864109449
812,1975-03-24,27.909062227389093
813,1975-03-25,34.53393200731601
814,1975-03-26,43.06858784146671
815,1975-03-27,38.09168732499174
816,1975-03-31,26.864946395899555
817,1975-04-01,28.3880161120748
818,1975-04-02,27.966472540276598
819,1975-04-03,43.69652047320814
820,1975-04-04,37.93810680567894
821,1975-04-07,20.52148736348512
