relative_date,1998-09-14 00:00:00,2001-05-31 00:00:00,2001-09-19 00:00:00,2002-07-10 00:00:00,2006-07-03 00:00:00,2007-03-23 00:00:00,2007-07-30 00:00:00,2008-08-25 00:00:00,avg
-7,96.18925617150256,104.53966429933598,111.49886513410617,107.53419870591965,97.29805986584175,96.59218709531712,105.37142159555637,102.05946201529339,102.63538936035914
-6,95.39098373462711,104.26494727624127,111.38077132437223,105.2342884878834,97.21213702342907,96.94800840452635,104.08369167794893,102.47544963828608,102.12378469591431
-5,94.57814185961985,102.64608813048855,108.8869255976562,103.00064717279646,97.68550885660355,96.57686147432133,104.59050488431146,100.92829481883373,101.1116215993289
-4,99.39207270825347,102.97416025017114,106.85759820737681,103.64162010691614,96.7981321436295,97.62901678108749,102.51915001742134,99.98815758753196,101.22498847529849
-3,97.71588789522713,101.75742298285608,107.52288803397354,107.44837537083134,97.32930713635405,98.247345662794,102.99746460883642,100.60781736051416,101.70331363142336
-2,95.1899574961241,100.9643187670064,102.23108399665493,106.13925620218313,99.42821404447048,99.92549691179812,100.59365902918694,100.85883025294102,100.66635208754565
-1,97.99363188708247,99.38367038545242,101.63763557211405,103.51560044506391,99.21964781074585,99.89068063692362,98.98500704514584,102.00183022605711,100.32846300107316
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,100.77303376007917,100.38620963702496,96.89400666106752,100.7496197196734,99.27511481488686,100.09679026415914,98.73533565711752,100.36863724474374,99.65984346984403
2,101.53051414112748,100.89901733889974,95.0497009151129,100.09995371653567,99.52272821759162,99.47775587688264,99.45044301225307,101.16984534426008,99.6499948203329
3,98.94631784420683,102.20971167737866,98.75504736907294,99.72405639421311,98.850954810554,98.68533712073658,99.88397643220034,102.67122042275582,99.96582775888979
4,99.06479973957573,101.13153824716699,99.62307291145451,97.87826122705555,98.9962446063416,99.054393034433,97.22846207443911,101.2621949627253,99.27987085039898
5,99.43383092291522,101.68336350373363,99.10835569567166,98.43232336360104,99.39384872163669,98.93810361632805,99.57663696632285,100.84777797702496,99.67678009590426
6,99.99126307900477,100.72781250811043,100.24702389783818,95.77281449879251,98.31353417785829,99.19505214493668,100.18996592009573,100.64254482555471,99.3850013815239
7,103.53202775045267,99.88613561642731,102.4446379703915,92.09969113413055,97.03872754477885,100.11559241260211,101.5998232936796,97.63111280230311,99.2934685655957
8,101.2624791564568,100.00239121037724,102.2094354671391,89.06862816607409,96.56379191777954,100.22700279218704,98.58742610630489,98.06369329288734,98.24810601365076
9,101.4596229775569,98.86767440307467,103.46717658844884,86.66225271832467,96.43022104035008,100.53269070559313,98.62474512954033,100.07499552175656,98.26492238558065
10,101.84224558548397,97.13733236375909,105.52898878661435,91.63036487018749,96.61534943735842,100.59187667286633,98.57589745997916,96.65861851561671,98.57258421148317
11,101.87430072031587,96.69857442063937,105.26818527537183,91.11432413543416,98.4080578863076,100.85508975093359,96.78609996413033,97.25301319055887,98.53220566796145
12,98.76568763361739,96.22637841370796,105.4404124225077,92.652672439059,97.57380248673732,100.19218651731256,95.44001455657241,98.59572499509297,98.11085993307591
13,95.79206412544369,96.55683202340042,104.56057149234654,97.66315584265745,96.88328262445796,100.81400892660048,95.75007882463463,98.80489919351147,98.35311163163158
14,97.36627472625698,97.39772156532518,104.00059299190727,98.07816202925804,98.4939807287203,101.16564820279257,98.10232021461172,94.14764163992648,98.59404276234982
15,96.00279937113136,98.50457007932889,106.38618405743179,99.03853728338609,99.11654230691627,102.24355871289603,98.07586727182121,95.79741785301977,99.39568461699143
16,95.61726050463602,97.57369909650157,108.00414133246099,96.1095963259682,99.0790493964328,102.46290294461875,98.18238301923155,91.28145984087614,98.53881155759075
17,94.26640448790855,97.03620166146352,107.43529678608238,93.89116622394566,98.67285395042926,102.53392950537345,99.33238205437,95.23776027892976,98.55074936856282
18,93.17484653485653,96.8896865638375,107.27093855505797,90.67107044767647,99.8719024009575,102.410678532307,99.22586630695966,99.07170518116627,98.57333681535236
19,95.59783656291188,96.43659107882178,108.0149655972189,93.38381855821041,99.72426691443263,103.35907351988544,100.37044058394913,95.28354001988639,99.02131660441457
20,96.89139284065634,97.64138201461807,106.00236115537794,95.25243054496458,99.27589671179928,103.12093563978688,99.51693149839026,93.7940073538587,98.9369172199315
21,96.60878841785386,97.49646105724354,105.16779953029179,98.36931684810935,99.78285197089512,103.08472535390666,97.18096438286004,93.60850834456468,98.91242698821563
22,97.65082332143832,98.47908327603987,105.64708259634827,98.71479174430308,100.00625517529937,104.12991060564423,99.31135386972845,95.44852438626384,99.92347812188319
23,101.72571378984871,98.29832332410902,107.26306963894649,98.18897047804586,99.93516930356633,104.04843746241377,98.8961321143115,95.77137225423935,100.51589854568513
24,102.59294507262551,97.08716554767418,106.75918269472776,96.06071356105505,99.65474483652443,104.03589986342942,100.00542475814895,87.33700181529055,99.19163476868448
25,103.17271150165266,94.80578560155028,106.80050952132842,99.90765852086535,99.31963526225395,103.2212024313932,101.0523036960161,92.06845511826852,100.04353270666606
26,103.32227051830924,95.45795421065417,108.2659179463066,101.06250389563543,98.88766582412507,103.49486209193621,99.89008860245062,91.65009708561988,100.25392002187965
27,103.90398111971525,94.08355258432005,108.71075798565839,100.9017185885798,99.3454187897075,104.16472688051871,100.31480989618338,87.95744208901313,99.92280099171204
28,104.7352689229024,93.97685211151166,106.12145209493973,103.28419638511555,98.94937846823724,104.61524743737851,98.61864124136356,86.76944287568078,99.63380994214117
29,103.9768164556647,96.20328282079618,104.29977999471643,101.8425394105688,99.06420289042497,104.84015921305698,98.49311813524808,83.42727125474552,99.0183962719027
30,104.13704471098572,96.80369047356366,104.29879487850093,103.13861566025551,100.42103241668316,105.10893983508001,99.83580789266698,78.63897629908327,99.0478627708524
31,103.45919241450324,95.75018733578047,106.69225486013691,104.58787824133444,101.1904571198198,104.98638586751643,99.84056180286164,77.74778417285182,99.2818377268506
32,103.72625531298449,96.70494126127794,106.99734054662657,102.2151743454338,101.35058388628701,105.32479903928842,100.68117569996566,71.82596124688558,98.60327891734369
33,105.45877370615922,96.16903796649137,108.53656060609156,102.98543595973206,101.7270958556031,103.85485693409548,100.7015330366529,70.98133899816274,98.80182913287355
34,106.6960023311101,96.75113244710151,110.11317904090767,101.55899019824972,101.3537114739367,104.8561733394885,100.18589942200238,79.20100428282919,100.08951156695322
35,107.9516768842409,96.4190749767902,109.81203381927995,99.71753825016677,101.45525318394144,104.66816885519312,103.11212991658047,78.77948570397264,100.23942019877069
36,107.87786946210203,94.84082752598084,110.08169136284943,99.70993264363457,100.9998554444245,104.53168327763949,103.73971231886381,71.66177665287172,99.18041858604579
37,108.63827795642824,93.29761227923467,110.25588874241625,99.5219872979077,101.2396689486614,105.43342989692903,103.04224578030426,74.70793614116387,99.51713088038068
38,110.11245851740735,94.79782462066024,110.0610159359367,95.38823073832073,101.16389169545381,105.33663963276989,103.5171730036538,74.243788731747,99.32762785949369
39,110.80779651058994,95.788417540714,112.10412293962042,97.05911684784411,101.68647535746993,106.0329651302597,102.97304077405585,77.78409672890213,100.52950397868202
40,109.75799084484485,96.01853751823663,112.31276334589195,95.51099464358417,101.88175887901156,106.19659992215638,102.93775914090382,75.38836897796705,100.00059665907455
41,109.5695957994496,95.91502532593121,112.41413420718749,97.11560521928946,101.96689982451181,106.12836138341312,103.49478655895665,70.78873839571253,99.67414333930648
